Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2015-0446-PAN,2015,0446,,Natural,Hydrological,Flood,Riverine flood,,,Panama,PAN,Central America,Americas,"Panama district (Panama province), Santiago district (Veraguas province)",,,,,,,,,Km2,,,,,2015,9,22,2015,9,29,,,3500,,3500,,,,,,,91.5791170307852,2,,23762;93693,"Panama, Santiago (Adm2). "
2015-9353-PAN,2015,9353,DR-2015-000150,Natural,Climatological,Drought,Drought,,,Panama,PAN,Central America,Americas,"Coclé, Colón, Kuna Yala, Herrera, Los Santos, Panamá, Bocas del Toro, Chiriquí, Darién, Emberá, Ngöbe Buglé, Veraguas provinces",El Nino,,,,,Yes,,,Km2,,,,,2015,8,,2015,8,,,,,,,,,,,,,91.5791170307852,1,2282;2283;2284;2286;2287;2288;93668;93669;93670;93671;93672;93673,,"Bocas del Toro, Chiriquí, Coclé, Colon, Darien, Emberá, Herrera, Kuna Yala, Los Santos, Ngöbe Buglé, Panamá, Veraguas (Adm1). "
2015-0199-PER,2015,0199,FL-2015-000011,Natural,Hydrological,Flood,Riverine flood,,,Peru,PER,South America,Americas,"San Juan Bautista, Punchana, Belen, Indiana areas (Maynas district, Loreto province), Datem del Maranon, Requena, Mariscal Ramon Castilla, Ucayali, Loreto, Alto Amazonas districts (Loreto province)",,,,,,Yes,,,Km2,,,,,2015,4,9,2015,4,9,,,147405,,147405,,,,,,,91.5791170307852,2,,24143;24144;24145;24146;24147;91842;91847,"Alto Amazonas, Datem del Maranon, Loreto, Mariscal Ram??n Castilla, Maynas, Requena, Ucayali (Adm2). "
2015-0315-PER,2015,0315,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Peru,PER,South America,Americas,"Apurimac, Arequipa, Cusco, Huancavelica, Lima, Moquegua, Pasco, Puno, Tacna, Ayucucho",,,,,,Yes,,-20,°C,,,,,2015,5,,2015,9,,21,,200620,,200620,,,,,94000,102643,91.5791170307852,1,2330;2331;2332;2335;2336;2342;2345;2346;2348;2350,,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Lima, Moquegua, Pasco, Puno, Tacna (Adm1). "
2015-0323-PHL,2015,0323,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Malaybalay City, Valencia areas (Bukidnon district, Region X province)",Heavy rains,,,,,,,,Km2,,,,,2015,8,5,2015,8,5,9,,880,,880,,,,,,,91.5791170307852,2,,24262,Bukidnon (Adm2). 
2015-0105-PHL,2015,0105,TC-2015-000028,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon' Maysak',Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela district (Region II (Cagayan Valley) province), Aurora district (Region III (Central Luzon) province)",,,,,,,,200,Kph,,,,,2015,4,6,2015,4,6,,,2761,,2761,,,,,,,91.5791170307852,2,,24217;24226,"Aurora, Isabela (Adm2). "
2015-0176-PHL,2015,0176,TC-2015-000051,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Noul (Dodong),Philippines (the),PHL,South-Eastern Asia,Asia,"Benito Soliven, Dinapigue, Dilvilacan, Maconacon, Palanan areas (Isabela district, Region II (Cagayan Valley) province), Aparri, Buguey, Calayan, Gonzaga, Santa Ana, Santa Teresita areas (Cagayan district, Region II (Cagayan Valley) province)",,,,,,,,220,Kph,,,,,2015,5,11,2015,5,11,2,,523,,523,,,,,348,380,91.5791170307852,2,,24216;24217,"Cagayan, Isabela (Adm2). "
2015-0244-PHL,2015,0244,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chan-Home,Philippines (the),PHL,South-Eastern Asia,Asia,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",,,,,,,,,Kph,,,,,2015,7,12,2015,7,12,5,,10800,3300,14100,,,,,1500000,1637928,91.5791170307852,1,2354;2356;2357,,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) (Adm1). "
2015-0339-PHL,2015,0339,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Soudelor' (Hanna),Philippines (the),PHL,South-Eastern Asia,Asia,"Janiuary area (Iloilo district, Region VI (Western Visayas) province), Valladolid area (Negros Occidental district, Region VI (Western Visayas) province), San Lorenzo area (Guimaras district, Region VI (Western Visayas) province), Bayawan, Siaton areas (Negros Oriental district, Region VII (Central Visayas) province), Kapatagan, Laia, Sapad areas (Lanao Del Norte district, Region X (Northern Mindanao) province)",,,,,,,,,Kph,,,,,2015,8,5,2015,8,5,,,3843,,3843,,,,,,,91.5791170307852,2,,24249;24250;24251;24254;24272,"Guimaras, Iloilo, Lanao Del Norte, Negros Occidental, Negros Oriental (Adm2). "
2015-0490-PHL,2015,0490,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Mujigae,Philippines (the),PHL,South-Eastern Asia,Asia,"Benguet district (Cordillera Administrative region (CAR) province), La Union, Pangasinan districts (Region I (Ilocos region) province), Aurora, Bulacan, Nueva Ecija districts (Region III (Central Luzon) province)",,,,,,,,,Kph,,,,,2015,10,2,2015,10,2,2,,3500,,3500,,,,,1300,1420,91.5791170307852,2,,24206;24213;24214;24221;24222;24226,"Aurora, Benguet, Bulacan, La Union, Nueva Ecija, Pangasinan (Adm2). "
2015-9364-PHL,2015,9364,,Natural,Climatological,Drought,Drought,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Isabela district (Region II (Cagayan Valley), Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces (Mindanao Isl.), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces (Visayas regions)",El Nino,,,,,Yes,,,Km2,,,,,2015,8,,2016,4,,,,181687,,181687,,,,,84399,92160,91.5791170307852,1;2,2362;2363;2364;2368;67156;67159;67160;67161;67162,24217,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) (Adm1). Isabela (Adm2). "
2015-0284-PHL,2015,0284,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,Pangasinan province,Monsoonal rain,,,,No,No,,16151,Km2,15.5509,120.8,,,2015,7,12,2015,7,21,4,,3000,,3000,,,,,,,91.5791170307852,2,,24214,Pangasinan (Adm2). 
2015-0093-PNG,2015,0093,TC-2015-000020,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Pam',Papua New Guinea,PNG,Melanesia,Oceania,"West New Britain, Madang provinces",,,,,,,,,Kph,,,,,2015,3,13,2015,3,13,,,9199,,9199,,,,,,,91.5791170307852,1,2297;2306,,"Madang, West New Britain (Adm1). "
2015-0097-PNG,2015,0097,,Natural,Hydrological,Flood,,,,Papua New Guinea,PNG,Melanesia,Oceania,"Central, Madang, Milne Bay, Morobe, National Capital District, Northern, Northern, Solomons, West New Britain provinces","Heavy rains, Tropical Cyclones Nathan and Pam ",,,,,,,,Km2,,,,,2015,3,4,2015,3,18,,,20000,,20000,,,,,,,91.5791170307852,1,2290;2297;2299;2300;2301;2303;2304;2306,,"Central, Madang, Milne Bay, Morobe, National Capital District, Northern, Northern Solomons, West New Britain (Adm1). "
2015-0263-POL,2015,0263,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Poland,POL,Eastern Europe,Europe,"Cracovie, Wroclau, Baltic coast (Zachodnie Pomorskie, Pomorskie, Warminsko Mazurskie)",,,,,,,,100,Kph,,,,,2015,7,19,2015,7,19,1,17,1200,,1217,,,,,,,91.5791170307852,1,2370;2375;2380;2383;2385,,"Dolnoslaskie, Malopolske, Pomorskie, Warminsko-Mazurskie, Zachodnio-Pomorskie (Adm1). "
2015-0577-POL,2015,0577,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Poland,POL,Eastern Europe,Europe,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",,,,,,,,,°C,,,,,2015,1,,2015,1,,77,,,,,,,,,,,91.5791170307852,1,2370;2371;2372;2373;2374;2375;2376;2377;2378;2379;2380;2381;2382;2383;2384;2385,,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie (Adm1). "
2015-0345-PRK,2015,0345,,Natural,Hydrological,Flood,Riverine flood,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Daedong, Dokchon, Kaechon districts (P'yongan-namdo province), Sakju district (P'yongan-bukto province), Pyongsan district (Hwanghae-bukto province), Haeju, Byoksong, Bongchon districts (Hwanghae-namdo province), Danchon, Doksong districts (Hamgyong-namdo province), Kimchaek, Kilju, Myongchon, Hwadae, Sonbong, Rajin districts (Hamgyong-bukto province), Kanggye, Huichon, Jonchon, Songwon, Kopung distrcits (Chagang-do province)",Torrential rains,,,,,,,,Km2,,,,,2015,8,1,2015,8,5,33,,3541,,3541,,,,,,,91.5791170307852,2,,39514;39518;39520;39521;39527;39533;39535;39536;39539;39544;39546;39550;39551;39573;39587;39588;39592;39647;39659;39661;39665,"Bongchon, Byoksong, Daedong, Danchon, Dokchon, Doksong, Haeju, Huichon, Hwadae, Jonchon, Kaechon, Kanggye, Kilju, Kimchaek, Kopung, Myongchon, Pyongsan, Rajin, Sakju, Sonbong, Songwon (Adm2). "
2015-9257-PRK,2015,9257,,Natural,Climatological,Drought,Drought,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Hwanghae-namdo, Hwanghae-bukto, Hamyong-namdo, P'yongan-bukto, P'yongan-namdo, P'yongyang-si provinces",Lack of rain,,,,,,,,Km2,,,,,2015,6,,2015,7,,,,18000000,,18000000,,,,,,,91.5791170307852,1,1059;1060;1061;1062;1063;1064,,"Hamgyong-namdo, Hwanghae-bukto, Hwanghae-namdo, P'yongan-bukto, P'yongan-namdo, P'yongyang-si (Adm1). "
2015-0532-PRT,2015,0532,,Natural,Hydrological,Flood,Flash flood,,,Portugal,PRT,Southern Europe,Europe,Faro province,,,,,,,,,Km2,,,,,2015,11,1,2015,11,3,1,,,,,,,,,,,91.5791170307852,1,2393,,Faro (Adm1). 
2015-0184-PRY,2015,0184,ST-2015-000041,Natural,Meteorological,Storm,Convective storm,Severe storm,,Paraguay,PRY,South America,Americas,"Loreto, Horqueta districts (Conception province)",,,,Yes,,Yes,,,Kph,,,,,2015,4,4,2015,4,4,2,25,10000,,10025,,,,,,,91.5791170307852,2,,23870;23871,"Horqueta, Loreto (Adm2). "
2015-0310-PRY,2015,0310,,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Asuncion district (Central province), San Pedro, Guaira provinces",Heavy rain,,,,,,,28653,Km2,-25.451,-59.27,,Rio Paraguay,2015,7,25,2015,8,5,,,3700,,3700,,,,,,,91.5791170307852,1;2,2321;2327,23849,"Guaira, San Pedro (Adm1). Asuncion (Adm2). "
2015-0551-PRY,2015,0551,2015-000171; 2016-00003,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Puerto Yvapovo, Puerto Santa Rosa, Puerto San Roque, Angelita, Tape Kaaguy, Santo Loma areas (S.pedro De Ycuamandyyu district, San Pedro province), Mbopicua, Puerto Amistad Villa del Rosario areas (Villa Del Rosario district, San Pedro province), Poroto, Monte Alto, Barranquerita areas (Anterquara district, San Pedro province), Concepcion, Misiones, Neembucu, Amambay, Presidente Hayes, Central provinces","Heavy rains, El Nino",,,Yes,,Yes,,574057,Km2,-260.369,-558.48,,"Paraguay, Jejui, Aguaraymi, Aguaray-Guazu rivers",2015,11,,2016,1,27,12,,136450,,136450,,,,,,,91.5791170307852,1;2,2313;2318;2319;2323;2324;2326,23991;23998;24003,"Amambay, Central, Concepcion, Misiones, Neembucu, Presidente Hayes (Adm1). Antequera, S.pedro De Ycuamandyyu, Villa Del Rosario (Adm2). "
2015-0203-ROU,2015,0203,,Natural,Hydrological,Flood,,,,Romania,ROU,Eastern Europe,Europe,"Salaj, Maramures, Satu Mare provinces",Heavy rains,,,,,,,197785,Km2,46.8147,22.86,,,2015,5,27,2015,6,2,1,,1500,,1500,,,,,,,91.5791170307852,1,2471;2477;2478,,"Maramures, Salaj, Satu Mare (Adm1). "
2015-0235-RUS,2015,0235,,Natural,Hydrological,Flood,Riverine flood,,,Russian Federation (the),RUS,Eastern Europe,Europe,Sotchi city (Krasnodarskiy Kray province),,,,,,Yes,,,Km2,,,,Kherota river,2015,6,25,2015,6,25,1,,1500,,1500,,,,,,,91.5791170307852,1,2524,,Krasnodarskiy Kray (Adm1). 
2015-0137-RUS,2015,0137,FR-2015-000046,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Russian Federation (the),RUS,Eastern Europe,Europe,"Khakasiya Rep., Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug provinces","extremely dry weather, high air temperatures and heavy wind",,,,,,,,Km2,,,,,2015,4,12,2015,4,15,30,977,5000,,5977,,,,,136820,149401,91.5791170307852,1,2488;2500;2517,,"Aginskiy Buryatskiy A. Okrug, Chitinskaya Oblast, Khakasiya Rep. (Adm1). "
2015-0130-SAU,2015,0130,,Natural,Hydrological,Flood,Riverine flood,,,Saudi Arabia,SAU,Western Asia,Asia,"Makkah, Asir, Najran, Riyad provinces",Heavy rains,,,,,,,,Km2,,,,,2015,3,23,2015,3,27,11,,,,,,,,,2000,2184,91.5791170307852,1,2622;2629;2630;2633,,"Asir, Makkah, Najran, Riyad (Adm1). "
2015-0507-SAU,2015,0507,,Natural,Hydrological,Flood,,,,Saudi Arabia,SAU,Western Asia,Asia,"Madinah, Makkah, Hail, Tabuk provinces ",Heavy rains,,,,,,,,Km2,,,,,2015,11,17,2015,11,18,12,,,,,,,,,,,91.5791170307852,1,2625;2628;2629;2634,,"Hail, Madinah, Makkah, Tabuk (Adm1). "
2015-0392-SDN,2015,0392,,Natural,Hydrological,Flood,Riverine flood,,,Sudan (the),SDN,Northern Africa,Africa,"Gadaref, Nile, Western Darfur provinces",Heavy rains,,,,,,,,Km2,,,,,2015,8,8,2015,8,9,20,,,,,,,,,,,91.5791170307852,1,2761;2769;68805,,"Gadaref, Nile, Western Darfur (Adm1). "
2015-0393-SDN,2015,0393,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Sudan (the),SDN,Northern Africa,Africa,Wadi Halfa district (Northern province),,,,,,,,47,°C,,,,,2015,8,13,2015,8,15,16,,,,,,,,,,,91.5791170307852,2,,37093,Wadi Halfa (Adm2). 
2015-0281-SLB,2015,0281,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cylone Raquel,Solomon Islands,SLB,Melanesia,Oceania,Solomon Islands province,,,,,,,,,Kph,,,,,2015,7,5,2015,7,6,9,,,400,400,,,,,2000,2184,91.5791170307852,1,2687,,Administrative unit not available (Adm1). 
2015-9483-SLB,2015,9483,,Natural,Climatological,Drought,Drought,,,Solomon Islands,SLB,Melanesia,Oceania,"Bellona, Rennell, Makira",,,,,,,,,Km2,,,,,2015,,,2015,12,,,,,,,,,,,,,91.5791170307852,1,2687,,Administrative unit not available (Adm1). 
2015-0436-SLE,2015,0436,FL-2015-000131,Natural,Hydrological,Flood,,,,Sierra Leone,SLE,Western Africa,Africa,"Freetown district (Western Area province), Bo, Bonthe, Pujehun districts (Southern province), Port Loko district (Northern province)",Torrential rain,,,,,,,,Km2,,,,,2015,9,5,2015,9,6,10,,24303,,24303,,,,,,,91.5791170307852,2,,25412;25414;25415;25417;111381,"Bo, Bonthe, Port Loko, Pujehun, Western Area Urb (Adm2). "
2015-0198-SLV,2015,0198,,Natural,Meteorological,Storm,Convective storm,Storm/Surge,,El Salvador,SLV,Central America,Americas,"Ahuachapan, Sonsonate, La Libertad, La Paz, San Vicente, Usulutan, La Union provinces",,,,,,,,,Kph,,,,,2015,5,2,2015,5,4,12,,20000,,20000,,,,,,,91.5791170307852,1,1184;1188;1189;1190;1194;1196;1197,,"Ahuachapan, La Libertad, La Paz, La Union, San Vicente, Sonsonate, Usulutan (Adm1). "
2015-0446-SLV,2015,0446,,Natural,Hydrological,Flood,Riverine flood,,,El Salvador,SLV,Central America,Americas,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",,,,,,,,,Km2,,,,,2015,9,22,2015,9,29,1,,,,,,,,,,,91.5791170307852,1,1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197,,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan (Adm1). "
2015-0484-SOM,2015,0484,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Chapala,Somalia,SOM,Eastern Africa,Africa,"Baargsaal, Bander, Bareeda, Butiyaal, Caluula, Murcanyo, Qandalla, Xaabo villages (Bossaso district, Bari province), Biycad, Bulahar, Ceelsheik, Shacable villages (Berbera district, Woqooyi Galbeed province)",,,,,,,,,Kph,,,,,2015,11,2,2015,11,2,,,4000,,4000,,,,,,,91.5791170307852,2,,25663;25724,"Berbera, Bossaso (Adm2). "
2015-0477-SOM,2015,0477,,Natural,Hydrological,Flood,,,,Somalia,SOM,Eastern Africa,Africa,"Galgaduud, Mudug, Nugal provinces",El NIno,,,,,,,,Km2,,,,"Juba, Shabelle rivers",2015,10,27,2015,10,27,,,900000,,900000,,,,,,,91.5791170307852,1,2693;2700;2701,,"Galgaduud, Mudug, Nugaal (Adm1). "
2015-0544-SOM,2015,0544,,Natural,Hydrological,Flood,,,,Somalia,SOM,Eastern Africa,Africa,"Bay, Mudug, Shabelle Hoose, Shabelle Dhexe provinces",Seasonal Gu rains,,,,,,,,Km2,,,,,2015,3,,2015,4,,,,16296,,16296,,,,,,,91.5791170307852,1,2691;2697;2699;2700,,"Bay, Mudug, Shabelle Dhexe, Shabelle Hoose (Adm1). "
2015-0427-SYR,2015,0427,,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,Syrian Arab Republic,SYR,Western Asia,Asia,"Dayr_Az_Zor, Hama, Dara provinces",,,,,,,,,Kph,,,,,2015,9,8,2015,9,8,9,3500,,,3500,,,,,,,91.5791170307852,1,2838;2839;2840,,"Dara, Dayr_Az_Zor, Hama (Adm1). "
2016-0336-NGA,2016,0336,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Nigeria,NGA,Western Africa,Africa,"Akwa Ibom, Bauchi, Benue, Borno, Cross River, Delta, Kaduna, Kwara, nawarawa, Yobe, Zamfara states",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2016,8,14,2016,9,7,28,,1000,,1000,,,,,,,92.7344791712456,1,2212,,Akwa Ibom (Adm1). 
2016-0138-MMR,2016,0138,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Myanmar,MMR,South-Eastern Asia,Asia,"Sagaing, Madalay, Magway, Shan, Shin provinces",,Flood,Hail,,,,,,Kph,,,,,2016,4,21,2016,4,23,14,12,,12000,12012,,,,,2000,2157,92.7344791712456,1,2130;2131;2133,,"Magway, Mandalay, Sagaing (Adm1). "
2016-0282-MKD,2016,0282,FF-2016-000079,Natural,Hydrological,Flood,Flash flood,,,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Chento, Indzikovo, Singelich, Stajkovci, Smilkovci, Creshevo, Viniche, Strachinci, Stajkovci, Aracinovo villages and communities (Skopje province), Shipkovica, Brodec, Veshala, Poroj villages (Tetovo province)",,"Slide (land, mud, snow, rock)",Storm,Yes,,,,,Km2,,,,,2016,8,6,2016,8,7,22,60,33522,,33582,,,,,50000,53917,92.7344791712456,1,2948;2953,,"Skopje, Tetovo (Adm1). "
2016-0227-RUS,2016,0227,,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Dagestan Rep., Chechnya Rep., Severnaya Osetiya-alaniya Rep. provinces",Torrential rains,"Slide (land, mud, snow, rock)",Storm,,,,,,Km2,,,,,2016,6,4,2016,6,10,,,8196,,8196,,,,,10000,10783,92.7344791712456,1,2498;2503;2556,,"Chechnya Rep., Dagestan Rep., Severnaya Osetiya-alaniya Rep. (Adm1). "
2016-0284-MEX,2016,0284,TC-2016-00078,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Earl',Mexico,MEX,Central America,Americas,"Puebla, Veracruz provinces",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2016,8,6,2016,8,7,54,,11000,,11000,,,,,,,92.7344791712456,1,2048;2057,,"Puebla, Veracruz (Adm1). "
2016-0211-NLD,2016,0211,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Netherlands (the),NLD,Western Europe,Europe,Utrecht province and South,,Hail,Flood,,,,,,Kph,,,,,2016,6,23,2016,6,24,,,,,,,,527000,568289,844000,910125,92.7344791712456,1,2167,,Utrecht (Adm1). 
2016-0061-MAR,2016,0061,CW-2016-00016,Natural,Meteorological,Extreme temperature ,Cold wave,,,Morocco,MAR,Northern Africa,Africa,"Figuig district (Oriental province), Azilal district (Tadla - Azilal province, north of the High Atlas region), Taza, Guercif cities (Taza district, Taza - Al Hoceima - Taounate province), Rif region (Al Hoceima district, Taza - Al Hoceima - Taounate province), Boulemane, Sefrou districts (Fès - Boulemane province, Middle Atlas region) ",Polar air mass flow,Storm,Snow/ice,,,,,,°C,,,,,2016,2,27,2016,2,27,,,750000,,750000,,,,,,,92.7344791712456,2,,21787;21788;21791;21799;21818;147341,"Al Hoceima, Azilal, Boulemane, Figuig, Sefrou, Taza (Adm2). "
2016-0126-HTI,2016,0126,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Port-au-Prince city (Port-au-Prince district, Ouest province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,4,23,2016,4,24,6,10,22060,,22070,,,,,,,92.7344791712456,2,,17198,Port-Au-Prince (Adm2). 
2016-0185-HTI,2016,0185,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Leogane, Archahaei districts (Ouest province), Cite Soleil, Carrefour municipalities (Port-au-Prince district, Ouest province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,5,26,2016,5,31,1,3,18370,,18373,,,,,,,92.7344791712456,2,,17195;17197;17198,"Arcahaie, Leogane, Port-Au-Prince (Adm2). "
2016-0094-IDN,2016,0094,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cicalengka, Rancaekek, Cileunyi, Solokan Jeruk, Majalaya, Ciparay, Baleendah, Dayeuhkolot, Bojongsoang, Pameungpeuk, Banjaran, Arjasri, Cangkuang, Katapang and Kutawaringin districts areas (Bandung, Jawa Barat province)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Citarum river,2016,3,8,2016,3,13,5,,24000,,24000,,,,,,,92.7344791712456,2,,73636,Bandung (Adm2). 
2016-0040-IDN,2016,0040,FL-2016-000009,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,235819,Km2,-246.543,103.35,,"Rokan, Muara Bandar, Palis, Batang Lubuh, Batang Bangko, Batng Suliti, Batang Lolo rivers",2016,2,7,2016,2,12,8,,80313,,80313,,,,,2000,2157,92.7344791712456,2,,17960;17968;18207;18208;73632;73639;73640;73641;73670;73688;73742;73745;73746;73836;73842;73852;73853,"Aceh Besar, Aceh Utara, Bangka Barat, Bangka Selatan, Bangka Tengah, Dharmasraya, Kampar, Kota Pangkalpinang, Kota Pasaman, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Pidie, Rokanhulu, Sawahlunto/sijunjung, Solok, Solok Selatan (Adm2). "
